Consumer Financial Protection Bureau,2018,Contract,78234592.28,78234592.28,1.000000
Consumer Product Safety Commission,2018,Assistance,-5871.32,29200742.65,-0.000201
Consumer Product Safety Commission,2018,Contract,29206613.97,29200742.65,1.000201
Corporation for National and Community Service,2018,Assistance,724348046.41,792857639.51,0.913591
Corporation for National and Community Service,2018,Contract,68509593.10,792857639.51,0.086408
Council of the Inspectors General on Integrity and Efficiency,2018,Contract,759254.59,759254.59,1.000000
Court Services and Offender Supervision Agency,2018,Contract,49486511.32,49486511.32,1.000000
Defense Nuclear Facilities Safety Board,2018,Contract,4624393.76,4624393.76,1.000000
Delta Regional Authority,2018,Assistance,27652208.00,27652208.00,1.000000
Denali Commission,2018,Assistance,40271841.08,40271841.08,1.000000
Department of Agriculture,2018,Assistance,115877432773.28,122522485724.91,0.945764
Department of Agriculture,2018,Contract,6645052951.63,122522485724.91,0.054235
Department of Commerce,2018,Assistance,1620205231.75,5361433147.01,0.302196
Department of Commerce,2018,Contract,3741227915.26,5361433147.01,0.697803
Department of Defense,2018,Assistance,6627804568.37,365962403783.80,0.018110
Department of Defense,2018,Contract,359334599215.43,365962403783.80,0.981889
Department of Education,2018,Assistance,76838916063.05,79602195561.54,0.965286
Department of Education,2018,Contract,2763279498.49,79602195561.54,0.034713
Department of Energy,2018,Assistance,6633472819.95,38596574596.39,0.171866
Department of Energy,2018,Contract,31963101776.44,38596574596.39,0.828133
Department of Health and Human Services,2018,Assistance,1207827858201.28,1232492751031.02,0.979987
Department of Health and Human Services,2018,Contract,24664892829.74,1232492751031.02,0.020012
Department of Homeland Security,2018,Assistance,26003572302.35,44227320880.18,0.587952
Department of Homeland Security,2018,Contract,18223748577.83,44227320880.18,0.412047
Department of Housing and Urban Development,2018,Assistance,57001864654.57,57864135881.32,0.985098
Department of Housing and Urban Development,2018,Contract,862271226.75,57864135881.32,0.014901
Department of Justice,2018,Assistance,6221409270.88,14422701481.62,0.431362
Department of Justice,2018,Contract,8201292210.74,14422701481.62,0.568637
Department of Labor,2018,Assistance,8107525288.15,10020650472.35,0.809081
Department of Labor,2018,Contract,1913125184.20,10020650472.35,0.190918
Department of State,2018,Assistance,7850642834.50,17860674732.30,0.439549
Department of State,2018,Contract,10010031897.80,17860674732.30,0.560450
Department of the Interior,2018,Assistance,6091599936.47,10444941100.40,0.583210
Department of the Interior,2018,Contract,4353341163.93,10444941100.40,0.416789
Department of the Treasury,2018,Assistance,407480993.36,5105024767.40,0.079819
Department of the Treasury,2018,Contract,4697543774.04,5105024767.40,0.920180
Department of Transportation,2018,Assistance,67919908963.73,74924161458.31,0.906515
Department of Transportation,2018,Contract,7004252494.58,74924161458.31,0.093484
Department of Veterans Affairs,2018,Assistance,165902936538.47,193040036652.16,0.859422
Department of Veterans Affairs,2018,Contract,27137100113.69,193040036652.16,0.140577
Election Assistance Commission,2018,Assistance,380000000.00,380096162.00,0.999747
Election Assistance Commission,2018,Contract,96162.00,380096162.00,0.000252
Environmental Protection Agency,2018,Assistance,4444295018.00,5688117624.14,0.781329
Environmental Protection Agency,2018,Contract,1243822606.14,5688117624.14,0.218670
Equal Employment Opportunity Commission,2018,Contract,57626112.75,57626112.75,1.000000
Executive Office of the President,2018,Assistance,248882347.16,321422895.51,0.774314
Executive Office of the President,2018,Contract,72540548.35,321422895.51,0.225685
Export-Import Bank of the United States,2018,Contract,45548551.26,45548551.26,1.000000
Federal Communications Commission,2018,Contract,94985160.54,94985160.54,1.000000
Federal Election Commission,2018,Contract,18148306.63,18148306.63,1.000000
Federal Labor Relations Authority,2018,Contract,1809235.02,1809235.02,1.000000
Federal Maritime Commission,2018,Contract,2912998.29,2912998.29,1.000000
Federal Mediation and Conciliation Service,2018,Contract,4492161.01,4492161.01,1.000000
Federal Mine Safety and Health Review Commission,2018,Contract,3456971.53,3456971.53,1.000000
Federal Trade Commission,2018,Contract,82462883.63,82462883.63,1.000000
General Services Administration,2018,Contract,13843462681.85,13843462681.85,1.000000
Government Accountability Office,2018,Contract,63303379.09,63303379.09,1.000000
Gulf Coast Ecosystem Restoration Council,2018,Assistance,69542766.00,69542766.00,1.000000
Institute of Museum and Library Services,2018,Assistance,224302716.86,226817684.40,0.988911
Institute of Museum and Library Services,2018,Contract,2514967.54,226817684.40,0.011088
Inter-American Foundation,2018,Assistance,17214341.90,17214341.90,1.000000
International Trade Commission,2018,Contract,15252823.25,15252823.25,1.000000
John F. Kennedy Center for the Performing Arts,2018,Contract,2421060.26,2421060.26,1.000000
Merit Systems Protection Board,2018,Contract,2919803.79,2919803.79,1.000000
Millennium Challenge Corporation,2018,Assistance,412880943.85,513321269.03,0.804332
Millennium Challenge Corporation,2018,Contract,100440325.18,513321269.03,0.195667
National Aeronautics and Space Administration,2018,Assistance,1030837102.65,19072092689.43,0.054049
National Aeronautics and Space Administration,2018,Contract,18041255586.78,19072092689.43,0.945950
National Archives and Records Administration,2018,Assistance,5706367.08,172987728.97,0.032987
National Archives and Records Administration,2018,Contract,167281361.89,172987728.97,0.967012
National Credit Union Administration,2018,Assistance,496761.99,496761.99,1.000000
National Endowment for the Arts,2018,Assistance,119915847.42,125755683.72,0.953562
National Endowment for the Arts,2018,Contract,5839836.30,125755683.72,0.046437
National Endowment for the Humanities,2018,Assistance,114725627.52,116858851.05,0.981745
National Endowment for the Humanities,2018,Contract,2133223.53,116858851.05,0.018254
National Labor Relations Board,2018,Contract,28367004.32,28367004.32,1.000000
National Science Foundation,2018,Assistance,7087354840.00,7553607161.08,0.938274
National Science Foundation,2018,Contract,466252321.08,7553607161.08,0.061725
National Transportation Safety Board,2018,Contract,14278326.31,14278326.31,1.000000
Nuclear Regulatory Commission,2018,Assistance,16244015.25,215395540.21,0.075414
Nuclear Regulatory Commission,2018,Contract,199151524.96,215395540.21,0.924585
Occupational Safety and Health Review Commission,2018,Contract,1736842.02,1736842.02,1.000000
Office of Personnel Management,2018,Contract,1206319163.05,1206319163.05,1.000000
Overseas Private Investment Corporation,2018,Assistance,633284553.15,663919137.85,0.953857
Overseas Private Investment Corporation,2018,Contract,30634584.70,663919137.85,0.046142
Peace Corps,2018,Contract,113105531.36,113105531.36,1.000000
Pension Benefit Guaranty Corporation,2018,Assistance,152962840.00,462962094.10,0.330400
Pension Benefit Guaranty Corporation,2018,Contract,309999254.10,462962094.10,0.669599
Railroad Retirement Board,2018,Assistance,12788882794.25,12825789985.77,0.997122
Railroad Retirement Board,2018,Contract,36907191.52,12825789985.77,0.002877
Securities and Exchange Commission,2018,Contract,413363839.92,413363839.92,1.000000
Selective Service System,2018,Contract,3758024.23,3758024.23,1.000000
Small Business Administration,2018,Assistance,696897820.57,849379681.20,0.820478
Small Business Administration,2018,Contract,152481860.63,849379681.20,0.179521
Social Security Administration,2018,Assistance,1029141357583.85,1030779448904.07,0.998410
Social Security Administration,2018,Contract,1638091320.22,1030779448904.07,0.001589
U.S. Agency for Global Media,2018,Assistance,285326631.00,474412882.18,0.601431
U.S. Agency for Global Media,2018,Contract,189086251.18,474412882.18,0.398568
United States Chemical Safety Board,2018,Contract,2663139.18,2663139.18,1.000000
United States Trade and Development Agency,2018,Contract,24930647.07,24930647.07,1.000000
Vietnam Education Foundation,2018,Contract,80062.00,80062.00,1.000000
